./QF_NRA/kissing/kissing_3_5.smt2,0.01,false
./QF_NRA/kissing/kissing_3_1.smt2,0.01,false
./QF_NRA/kissing/kissing_3_9.smt2,0.02,false
./QF_NRA/kissing/kissing_4_4.smt2,0.02,false
./QF_NRA/kissing/kissing_2_5.smt2,0.01,false
./QF_NRA/kissing/kissing_4_8.smt2,0.02,false
./QF_NRA/kissing/kissing_3_3.smt2,0.01,false
./QF_NRA/kissing/kissing_4_5.smt2,0.02,false
./QF_NRA/kissing/kissing_3_4.smt2,0.01,false
./QF_NRA/kissing/kissing_4_12.smt2,0.02,false
./QF_NRA/kissing/kissing_2_4.smt2,0.01,false
./QF_NRA/kissing/kissing_2_6.smt2,0.01,false
./QF_NRA/kissing/kissing_4_9.smt2,0.02,false
./QF_NRA/kissing/kissing_2_3.smt2,0.01,false
./QF_NRA/kissing/kissing_4_10.smt2,0.03,false
./QF_NRA/kissing/kissing_3_8.smt2,0.02,false
./QF_NRA/kissing/kissing_4_2.smt2,0.02,false
./QF_NRA/kissing/kissing_4_7.smt2,0.02,false
./QF_NRA/kissing/kissing_3_2.smt2,0.02,false
./QF_NRA/kissing/kissing_3_7.smt2,0.01,false
./QF_NRA/kissing/kissing_4_13.smt2,0.02,false
./QF_NRA/kissing/kissing_2_2.smt2,0.02,false
./QF_NRA/kissing/kissing_4_3.smt2,0.01,false
./QF_NRA/kissing/kissing_4_11.smt2,0.02,false
./QF_NRA/kissing/kissing_4_1.smt2,0.01,false
./QF_NRA/kissing/kissing_2_1.smt2,0.01,false
./QF_NRA/kissing/kissing_3_6.smt2,0.01,false
./QF_NRA/kissing/kissing_3_10.smt2,0.01,false
./QF_NRA/kissing/kissing_4_6.smt2,0.02,false
./QF_NRA/20170501-Heizmann-UltimateInvariantSynthesis/standard_maxInArray_ground.i_3_2_2.bpl_5.smt2,0.02,false
./QF_NRA/20170501-Heizmann-UltimateInvariantSynthesis/standard_init1_ground.i_3_2_2.bpl_9.smt2,0.03,false
./QF_NRA/20170501-Heizmann-UltimateInvariantSynthesis/array_monotonic.i_3_2_2.bpl_9.smt2,0.04,false
./QF_NRA/20170501-Heizmann-UltimateInvariantSynthesis/standard_copyInitSum3_ground.i_3_2_2.bpl_5.smt2,0.04,false
./QF_NRA/20170501-Heizmann-UltimateInvariantSynthesis/overflow1.i_3_8_2.bpl_9.smt2,0.02,false
./QF_NRA/20170501-Heizmann-UltimateInvariantSynthesis/standard_running.i_4_2_2.bpl_5.smt2,0.03,false
./QF_NRA/20170501-Heizmann-UltimateInvariantSynthesis/down.i_4_5_5.bpl_3.smt2,0.04,false
./QF_NRA/20170501-Heizmann-UltimateInvariantSynthesis/hhk2008.c.i_3_3_2.bpl_5.smt2,0.02,false
./QF_NRA/20170501-Heizmann-UltimateInvariantSynthesis/afnp2014.c.i_3_5_3.bpl_5.smt2,0.04,false
./QF_NRA/20170501-Heizmann-UltimateInvariantSynthesis/count_by_k.i_3_3_2.bpl_5.smt2,0.02,false
./QF_NRA/20170501-Heizmann-UltimateInvariantSynthesis/standard_init9_ground.i_3_2_2.bpl_3.smt2,0.05,false
./QF_NRA/20170501-Heizmann-UltimateInvariantSynthesis/jain_5.i_2_4_3.bpl_3.smt2,0.04,false
./QF_NRA/20170501-Heizmann-UltimateInvariantSynthesis/standard_copyInitSum2_ground.i_3_2_2.bpl_5.smt2,0.03,false
./QF_NRA/20180501-Economics-Mulligan/MulliganEconomicsModel0016e.smt2,0.01,false
./QF_NRA/20170501-Heizmann-UltimateInvariantSynthesis/seq.i_4_5_4.bpl_3.smt2,0.04,false
./QF_NRA/20170501-Heizmann-UltimateInvariantSynthesis/seq.i_5_5_5.bpl_3.smt2,0.04,false
./QF_NRA/20180501-Economics-Mulligan/MulliganEconomicsModel0066e.smt2,0.01,false
./QF_NRA/20180501-Economics-Mulligan/MulliganEconomicsModel0001a.smt2,0.01,false
./QF_NRA/20170501-Heizmann-UltimateInvariantSynthesis/standard_init5_ground.i_3_2_2.bpl_3.smt2,0.03,false
./QF_NRA/20180501-Economics-Mulligan/MulliganEconomicsModel0056c.smt2,0.01,false
